img_id; img_path                                                                     ; pred_bboxes                                                                                                                                                                                  ; target_bboxes                                                                                                                             ; ious                                                           ; prompts
    57; grasp_vlm_dataset/scissors12_jpg.rf.f44a95057fd54dffca3524af35df59b8.jpg     ; {'index': [0.11370113372802734, 0.1404827880859375, 0.8615730590820313, 0.8854803466796874], 'thumb': [0.11370113372802734, 0.1404827880859375, 0.8615730590820313, 0.8854803466796874]}     ; {'thumb': {'x_1': 0.735, 'y_1': 0.277, 'x_2': 0.7985, 'y_2': 0.305}, 'index': {'x_1': 0.248, 'y_1': 0.176, 'x_2': 0.376, 'y_2': 0.2845}}  ; {'index': 0.024926289109223856, 'thumb': 0.0031911680613623257}; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
    58; grasp_vlm_dataset/chainsaw6_jpg.rf.5b4d8a4ab5366073fdb7429060f2f91b.jpg      ; {'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.6244471435546874, 0.09803852844238281, 0.6835936889648437, 0.1715997314453125]}                                                                   ; {'right': {'x_1': 0.364, 'y_1': 0.196, 'x_2': 0.4505, 'y_2': 0.3795}, 'left': {'x_1': 0.074, 'y_1': 0.317, 'x_2': 0.2105, 'y_2': 0.5275}} ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement for the entire left hand on the chainsaw'], ['Best placement near the green star for the entire right hand on the chainsaw']]
    59; grasp_vlm_dataset/bot_bar9_jpg.rf.30a66623371a1a5721b5e9e370fe14d1.jpg       ; {'hand': [0.03805277252197266, 0.21613905334472655, 0.7867055053710937, 0.9615057373046875]}                                                                                                 ; {'handle': {'x_1': 0.111, 'y_1': 0.563, 'x_2': 0.378, 'y_2': 0.7455}}                                                                     ; {'hand': 0.08732201303295717}                                  ; [['Best placement for the entire hand on the bottom drawer with a horizontal bar handle']]
    60; grasp_vlm_dataset/can_opener14_jpg.rf.8757280138abb9bbea8456bad5957885.jpg   ; {'left': [0.44282342529296875, 0.28583502197265626, 0.97484521484375, 0.6735771484375], 'right': [0.29459661865234377, 0.4864855041503906, 0.40389810180664065, 0.5965802612304687]}         ; {'right': {'x_1': 0.326, 'y_1': 0.128, 'x_2': 0.9715, 'y_2': 0.6735}, 'left': {'x_1': 0.125, 'y_1': 0.394, 'x_2': 0.3055, 'y_2': 0.799}}  ; {'left': 0.0, 'right': 0.02411899020719775}                    ; [['Best placement near the green star for the entire left hand on the can opener'], ['Best placement for the entire right hand on the can opener']]
    61; grasp_vlm_dataset/bot_rnd1_jpg.rf.9c2c096a2757cd0e2adc3c6a7b3c5d74.jpg       ; {'hand': [0.14630511474609376, 0.31518624877929685, 0.8336577758789062, 0.9581649780273438]}                                                                                                 ; {'handle': {'x_1': 0.324, 'y_1': 0.664, 'x_2': 0.3645, 'y_2': 0.712}}                                                                     ; {'hand': 0.0043986563764630586}                                ; [['Best placement for the entire hand on the bottom drawer with a round handle']]
    62; grasp_vlm_dataset/solder_12_jpg.rf.3a8cc75393a224fd2100f83a8acb7c01.jpg      ; {'hand': [0.1164041748046875, 0.06296119689941407, 0.7579197387695312, 0.8110368041992188]}                                                                                                  ; {'handle': {'x_1': 0.646, 'y_1': 0.094, 'x_2': 0.738, 'y_2': 0.4635}}                                                                     ; {'hand': 0.07083527412144126}                                  ; [['Best placement for the entire hand on the soldering iron']]
    63; grasp_vlm_dataset/screwdriver_18_jpg.rf.ae2d6f5f3f7f42aa84f46df82cb029f4.jpg ; {'hand': [0.42910406494140624, 0.16281867980957032, 0.58250048828125, 0.9122793579101562]}                                                                                                   ; {'handle': {'x_1': 0.435, 'y_1': 0.536, 'x_2': 0.5765, 'y_2': 0.9475}}                                                                    ; {'hand': 0.4438872869019104}                                   ; [['Best placement for the entire hand on the screwdriver']]
    64; grasp_vlm_dataset/bowl_ball11_jpg.rf.87a175bf8cd56c8b68f97a7ed3055083.jpg    ; {'index': [0.23105882263183594, 0.23249705505371093, 0.766917236328125, 0.7693945922851563], 'thumb': [0.23127096557617188, 0.23262399291992186, 0.766641357421875, 0.769436767578125]}      ; {'thumb': {'x_1': 0.292, 'y_1': 0.65, 'x_2': 0.3505, 'y_2': 0.7125}, 'index': {'x_1': 0.262, 'y_1': 0.369, 'x_2': 0.402, 'y_2': 0.479}}   ; {'index': 0.05352778283072341, 'thumb': 0.012722096687233906}  ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
    65; grasp_vlm_dataset/darts11_jpg.rf.c925009eac5aebfc06a7b7b68da7eddc.jpg        ; {'index': [0.4336517333984375, 0.4514660949707031, 0.5703269653320312, 0.5906092529296875], 'thumb': [0.4336517333984375, 0.4514660949707031, 0.5703269653320312, 0.5906092529296875]}       ; {'index': {'x_1': 0.0, 'y_1': 0.515, 'x_2': 0.363, 'y_2': 0.605}, 'thumb': {'x_1': 0.0, 'y_1': 0.585, 'x_2': 0.39, 'y_2': 0.7335}}        ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the dart'], ['Best placement for the thumb finger on the dart']]
    66; grasp_vlm_dataset/solder_16_jpg.rf.9d6dc23f67613cba6857e4969b40ffc7.jpg      ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.153, 'y_1': 0.323, 'x_2': 0.5535, 'y_2': 0.494}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the soldering iron']]
    67; grasp_vlm_dataset/glue_18_jpg.rf.46d9e03079d7d6e4dfd801fdef56b4c6.jpg        ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.457, 'y_1': 0.493, 'x_2': 0.511, 'y_2': 0.708}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the glue gun']]
    68; grasp_vlm_dataset/bolt_cutters11_jpeg.rf.f49ea4d7bdd930dee9860e5c32a4bdbd.jpg; {'left': [0.11080116271972656, 0.6697547607421875, 0.2131909942626953, 0.7684371337890625], 'right': [0.0883138427734375, 0.1703059997558594, 0.8308641357421875, 0.8502847900390625]}       ; {'right': {'x_1': 0.41, 'y_1': 0.217, 'x_2': 0.9375, 'y_2': 0.377}, 'left': {'x_1': 0.277, 'y_1': 0.43, 'x_2': 0.698, 'y_2': 0.8315}}     ; {'left': 0.0, 'right': 0.1290053975967229}                     ; [['Best placement near the green star for the entire left hand on the bolt cutters'], ['Best placement for the entire right hand on the bolt cutters']]
    69; grasp_vlm_dataset/allen_0_jpg.rf.b6d447a95fec8e2839e23deffef838fc.jpg        ; {'hand': [0.8874797973632812, 0.4142052307128906, 0.9766625366210937, 0.7373728637695313]}                                                                                                   ; {'handle': {'x_1': 0.085, 'y_1': 0.686, 'x_2': 0.882, 'y_2': 0.8245}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the allen key']]
    70; grasp_vlm_dataset/bot_rnd7_jpg.rf.8bb0a91620321b7f3dea1d4203861ccc.jpg       ; {'hand': [0.11532662200927735, 0.2450187225341797, 0.8620401611328125, 0.9867664794921875]}                                                                                                  ; {'handle': {'x_1': 0.55, 'y_1': 0.363, 'x_2': 0.5885, 'y_2': 0.4435}}                                                                     ; {'hand': 0.005595595887671164}                                 ; [['Best placement for the entire hand on the bottom drawer with a round handle']]
    71; grasp_vlm_dataset/scissors15_jpg.rf.226f137dfd3c2cd21ea71276ba13c453.jpg     ; {'index': [0.11329985046386719, 0.19174185180664063, 0.8621686401367188, 0.8510818481445312], 'thumb': [0.11329985046386719, 0.19174185180664063, 0.8621686401367188, 0.8510818481445312]}   ; {'thumb': {'x_1': 0.79, 'y_1': 0.581, 'x_2': 0.9275, 'y_2': 0.689}, 'index': {'x_1': 0.092, 'y_1': 0.578, 'x_2': 0.321, 'y_2': 0.78}}     ; {'index': 0.0842374126673615, 'thumb': 0.015563060600264468}   ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
    72; grasp_vlm_dataset/vertical_bar2_jpg.rf.1f5c9d54f87dc65f479873e2e3d170a7.jpg  ; {'hand': [0.5940203247070313, 0.7854021606445313, 0.688086181640625, 0.8480732421875]}                                                                                                       ; {'handle': {'x_1': 0.514, 'y_1': 0.045, 'x_2': 0.604, 'y_2': 0.949}}                                                                      ; {'hand': 0.007219654744631532}                                 ; [['Best placement for the entire hand on the door with a vertical bar handle']]
    73; grasp_vlm_dataset/lever_handle11_jpg.rf.f046f6ebb089be09db329081cafa301d.jpg ; {'hand': [0.03011883544921875, 0.5702179565429687, 0.06345542907714843, 0.605966552734375]}                                                                                                  ; {'handle': {'x_1': 0.564, 'y_1': 0.587, 'x_2': 0.6155, 'y_2': 0.6005}}                                                                    ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the door with a horizontal lever handle']]
    74; grasp_vlm_dataset/nail_9_jpg.rf.0e898dc38ae3c4aa0314c3bcd8b32f64.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.565, 'y_1': 0.511, 'x_2': 0.5985, 'y_2': 0.564}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the nail gun']]
    75; grasp_vlm_dataset/saw_18_jpg.rf.bb169df64c0e578888af667484ad0e9b.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.586, 'y_1': 0.38, 'x_2': 0.608, 'y_2': 0.4305}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
    76; grasp_vlm_dataset/multimeter13_jpg.rf.8299f20fe50be2d9867e3a5fa1c4bea0.jpg   ; {'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                ; {'left': {'x_1': 0.0, 'y_1': 0.637, 'x_2': 0.098, 'y_2': 1.0}, 'right': {'x_1': 0.099, 'y_1': 0.636, 'x_2': 0.2355, 'y_2': 0.977}}        ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement near the green star for the entire left hand on the multimeter with red and black leads'], ['Best placement for the entire right hand on the multimeter with red and black leads']]
    77; grasp_vlm_dataset/solder_13_jpg.rf.b1583c6401bf7f1109ce1ddd57083d7d.jpg      ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.601, 'y_1': 0.267, 'x_2': 0.7885, 'y_2': 0.631}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the soldering iron']]
